collections,site_id,site_name,placekey,places
"Crustacea, Mollusc",CMNML 035214,DFO(ABS) 1962 62-4300,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Devon I., Grinnell Peninsula [placekey:138] (total:4)"
"Crustacea, General Invertebrate",CMNI 1900-2286,Calanus 1951 322,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Qikiqtaaluk Region, Baffin I., Frobisher Bay [placekey:192] (total:4)"
Mollusc,PFK Rouge River,PFK Rouge River,,"North America: Canada, Ontario, Toronto, Scarborough [placekey:12221] (total:4) | North America: Canada, Ontario, Toronto (GTA), Toronto [placekey:33460] (total:1)"
Crustacea,ELB 1980 S16B01,ELB 1980 S16B01,,"North America: United States, Alaska, Gulf of Alaska [placekey:767] (total:1) | North America: United States, Alaska, Sitka Borough, Kruzof I. [placekey:10436] (total:4)"
Mollusc,LRC 1962-07-17 Sta. 351,LRC 1962-07-17 Sta. 351,,"North America: Canada, Manitoba, Wanless [placekey:28729] (total:4) | North America: Canada, Manitoba, Rocky Lake (5409N, 10130W) [placekey:14446] (total:1)"
"Crustacea, General Invertebrate",OClair 1976 760029,OClair 1976 760029,,"North America: Canada, British Columbia, Renfrew Land Distr. [placekey:288] (total:1) | North America: Canada, British Columbia, Cowichan Land Distr., Virago Pt. [placekey:9122] (total:4)"
"Crustacea, Mollusc",CMNML 070937,Oughton 1969 G187,,"North America: Canada, Ontario, Nith Riv. [placekey:26244] (total:4) | North America: Canada, Ontario, Waterloo Reg. Mun., New Hamburg [placekey:24258] (total:1)"
"Crustacea, Mollusc",CMNML 070879,Oughton-1969-07-30 G-209,,"North America: Canada, Ontario, Wellington Co. (ON), Irvine Creek [placekey:26740] (total:4) | North America: Canada, Ontario, Wellington Co. (ON), Centre Wellington Twp. [placekey:25607] (total:1)"
Mollusc,CMNML 007668,Clarke-1957-07-10 Sheek Island,,"North America: Canada, Ontario, St. Lawrence Riv. [placekey:12056] (total:3) | North America: Canada, Ontario, Stormont, Dundas and Glengarry United Co., Sheek I. [placekey:24511] (total:2)"
"Crustacea, General Invertebrate",CMNI 1985-0422,DFO(ABS) 1961 61-10 B-9,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Chesterfield Inlet (Bay) [placekey:28950] (total:4)"
"Crustacea, General Invertebrate",CMNC 1987-0349,Ellis 1965 65/7/2,,"North America: Canada, British Columbia, Renfrew Land Distr. [placekey:288] (total:1) | North America: Canada, British Columbia [placekey:3] (total:2) | North America: Canada, British Columbia, Saanich District Municipality [placekey:850] (total:2)"
Crustacea,CMNC 2010-3875,LDD 3875,,"North America: Canada, Manitoba, Glenora (MB) [placekey:32080] (total:4) | North America: Canada, Manitoba, Neelin [placekey:16834] (total:1)"
Mollusc,Farqueson 1961-09-17 Chicken Island,Farqueson 1961-09-17 Chicken Island,,"North America: Canada, Ontario, Frontenac Co. (ON), Chicken Island [placekey:24271] (total:4) | North America: Canada, Ontario, Frontenac Co. (ON), Central Frontenac Twp. [placekey:26092] (total:1)"
"Crustacea, Mollusc",CMNML 045711,Waugh-1918-08- Grand River,,"North America: Canada, Ontario, Grand Riv. [placekey:26236] (total:3) | North America: Canada, Ontario, Brant [placekey:853] (total:1) | North America: Canada, Ontario, Haldimand (ON) [placekey:24180] (total:1)"
Mollusc,AHC 1961-08-10 C270,AHC 1961-08-10 C270,,"North America: Canada, Ontario, Frontenac Co. (ON), Verona [placekey:10012] (total:1) | North America: Canada, Ontario, Kenora Distr. (ON), Kenora [placekey:10008] (total:4)"
Mollusc,AHC 1966-08-10 C875,AHC 1966-08-10 C875,,"North America: United States, Kentucky, Morgan Co. (KY) [placekey:2086] (total:4) | North America: United States, Kentucky, Bracken Co. [placekey:2010] (total:1)"
Crustacea,ELB 1980 S11B04,ELB 1980 S11B04,,"North America: United States, Alaska, Gulf of Alaska [placekey:767] (total:1) | North America: United States, Alaska, Skagway-Hoonah-Angoon Census Area, Lisianski Inlet [placekey:27832] (total:1) | North America: United States, Alaska, Sitka Borough, Chichagof I. [placekey:9925] (total:3)"
Vascular Plant,NY 2007 Aug 11-5,NY 2007 Aug 11-5,,"North America: United States, New York, Clinton Co. (NY) [placekey:2844] (total:4) | North America: United States, Vermont, Chittenden Co. [placekey:3821] (total:1)"
"Crustacea, Mollusc",CMNML 070029,Calanus 1962 62-2016 B-33,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Somerset I., Creswell Bay [placekey:19529] (total:4)"
Crustacea,ELB 1977 F22,ELB 1977 F22,,"North America: United States, Florida, Escambia Co. (FL) [placekey:1339] (total:4) | North America: United States, Florida, Santa Rosa Co. [placekey:1387] (total:1)"
"Crustacea, General Invertebrate",OClair 1969 69RD4,OClair 1969 69RD4,,"North America: United States, Alaska, Aleutians West Census Area, Amchitka I. [placekey:9137] (total:3) | North America: United States, Alaska, Bering Sea [placekey:779] (total:2)"
Crustacea,OClair  1970 OT00270,OClair 1970 OT00270,,"North America: United States, Alaska, Aleutians West Census Area, Amchitka I. [placekey:9137] (total:4) | North America: United States, Alaska, Aleutians East Borough, Izembek Lagoon [placekey:26813] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0720,Calanus 1957 901 B-53,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Foxe Basin [placekey:15293] (total:4)"
Mollusc,HBH 1960-07-01 P 1869,HBH 1960-07-01 P 1869,,"North America: Canada, Ontario, Lennox and Addington Co. (ON), Greater Napanee [placekey:12190] (total:4) | North America: Canada, Ontario, Bay of Quinte [placekey:10332] (total:1)"
"Crustacea, General Invertebrate",CMNI 1985-0389,Calanus 1963 63-022 I-141,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Darnley Bay [placekey:28111] (total:4)"
Mollusc,Cumbaa 1979-11-18 Vincent Massey Park,Cumbaa 1979-11-18 Vincent Massey Park,,"North America: Canada, Ontario, Rideau Riv. [placekey:15619] (total:3) | North America: Canada, Ontario, Ottawa (metro), Ottawa [placekey:225] (total:2)"
Mollusc,HBH 1960-07-01 P-1869,HBH 1960-07-01 P-1869,,"North America: Canada, Ontario, Lennox and Addington Co. (ON), Greater Napanee [placekey:12190] (total:3) | North America: Canada, Ontario, Bay of Quinte [placekey:10332] (total:2)"
"Crustacea, General Invertebrate",CMNI 1986-0110,DFO(ABS) 1962 62-4003 B-10,,"North America: Canada, Nunavut, Cornwallis I. [placekey:134] (total:4) | North America: Canada, Nunavut, Barrow Strait [placekey:101] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0255,Calanus 1962 62-2027 B-38,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Somerset I., Creswell Bay [placekey:19529] (total:4)"
Mollusc,CMNML 015130,HBH 1961-08-12 P-1910,,"North America: Canada, Ontario, Chatham-Kent, Rondeau Harbour [placekey:24030] (total:4) | North America: Lake Erie [placekey:25790] (total:1)"
Mollusc,Farqueson 1962-09-03 White Lake,Farqueson 1962-09-03 White Lake,,"North America: Canada, Ontario, Frontenac Co. (ON), South Frontenac Twp. [placekey:17776] (total:4) | North America: Canada, Ontario, Renfrew Co. (ON), White Lake (ON) [placekey:12955] (total:1)"
Mollusc,CMNML 025043,AHC 1961-08-20 C295,,"North America: Lake of the Woods [placekey:452] (total:4) | North America: Canada, Ontario, Kenora Distr. (ON), Kenora [placekey:10008] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0382,DFO(ABS) 1961 61-10 P-27/B-8,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Chesterfield Inlet (Bay) [placekey:28950] (total:4)"
"Crustacea, General Invertebrate",CMNI 1986-0530,DFO(ABS) 1959 59-50 B-36,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Marcopeet Is. [placekey:28936] (total:4)"
"Crustacea, General Invertebrate",CMNI 1990-0170,Gorham 1963 518,,"North America: Canada, Newfoundland and Labrador [placekey:12] (total:1) | Atlantic Ocean: Labrador Sea [placekey:17649] (total:4)"
Crustacea,CMNC 1987-0080,Lavoie 1969 02,,"North America: Canada, Québec, Mun. Rég. de Cté de Minganie [placekey:10763] (total:1) | North America: Canada, Québec, Mun. Rég. de Cté de la Haute-Côte-Nord [placekey:940] (total:4)"
Mollusc,FRB 1959 Beaver Lake 59-1001-17-s-793,FRB 1959 Beaver Lake 59-1001-17-s-793,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Kitikmeot Region [placekey:25219] (total:4)"
Parasite,CMNPA 1988-0315,Sekerak-1971-ADS-71-147,,"North America: Canada, British Columbia [placekey:3] (total:2) | North America: Canada, British Columbia, New Westminster Land Distr. [placekey:279] (total:3)"
Crustacea,CMNC 1994-0369,Slattery-19840721 AHTR9,,"North America: Canada, Alberta, Wainwright [placekey:10548] (total:2) | North America: United States, Alaska, North Slope Borough, Wainwright [placekey:17192] (total:3)"
Mollusc,CMNML 003971,Clarke-1959-10-25 C21,,"North America: Canada, Ontario, Frontenac Co. (ON), Point Pleasant [placekey:23662] (total:4) | North America: Canada, Ontario, Prince Edward Co. (ON) [placekey:878] (total:1)"
"Crustacea, General Invertebrate",CMNI 1900-0882,Taylor-19280819,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Québec, Territoire de Kativik, Salluit [placekey:170] (total:4)"
Crustacea,ELB 1977 B05b,ELB 1977 B05b,,"North America: Canada, British Columbia, Metchosin Land Distr. [placekey:354] (total:4) | North America: Canada, British Columbia, Metchosin Land Distr., Witty's Lagoon [placekey:27801] (total:1)"
Mollusc,AHC 1960-05 C36,AHC 1960-05 C36,,"North America: Canada, Ontario, Leeds and Grenville United Co., Prescott [placekey:9999] (total:1) | North America: Canada, Ontario, Prescott and Russell United Co. (ON) [placekey:877] (total:1) | North America: Canada, Ontario, Prescott and Russell United Co. (ON), Plantagenet [placekey:25294] (total:3)"
Mollusc,HBH 1955-06-17 P-1231,HBH 1955-06-17 P-1231,,"North America: Canada, Ontario, Peterborough Co. (ON), Asphodel-Norwood Twp. [placekey:26074] (total:4) | North America: Canada, Ontario, Northumberland Co. (ON) [placekey:872] (total:1)"
Mollusc,AHC 1961-08-22 C297,AHC 1961-08-22 C297,,"North America: Canada, Ontario, Kenora Distr. (ON), Vermillion Bay [placekey:25947] (total:4) | North America: Canada, Ontario [placekey:7] (total:1)"
Mollusc,CMNML 028032,JDL 1932-07-17 L922-928,,"North America: Canada, Ontario, Leeds and Grenville United Co., Portland [placekey:12197] (total:4) | North America: Canada, Ontario, Rideau Lakes [placekey:12770] (total:1)"
Mollusc,DO 1955-06-24 Q-19,DO 1955-06-24 Q-19,,"North America: Canada, Québec, Territoire de Kativik [placekey:10879] (total:4) | North America: Canada, Québec [placekey:8] (total:1)"
Mollusc,CMNML 015067,Herrington-1961-07-06 P-1903,,"North America: Canada, Ontario, Bay of Quinte [placekey:10332] (total:3) | North America: Canada, Ontario, Lennox and Addington Co. (ON), Greater Napanee [placekey:12190] (total:2)"
"Crustacea, Mollusc, Parasite",CMNC 1981-0312,Johansen 1915 42v,,"North America: Canada, Nunavut, Bernard Hbr. [placekey:549] (total:2) | North America: Canada, Northwest Territories [placekey:14] (total:3)"
Mollusc,CMNML 028970,AHC 1965-07-11 C781,,"North America: Canada, Ontario, Albany Riv. [placekey:18349] (total:4) | North America: Canada, Ontario [placekey:7] (total:1)"
"Crustacea, General Invertebrate",CMNI 1985-0369,Calanus 1962 62-3001 B-42,,"North America: Canada, Nunavut, Ellesmere I. [placekey:110] (total:1) | North America: Canada, Nunavut, Ellesmere I., Slidre Fiord [placekey:10500] (total:4)"
"Crustacea, Mollusc",CMNML 036271,Calanus 1956 839 B-46,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Foxe Basin [placekey:15293] (total:4)"
"Crustacea, General Invertebrate, Mollusc",ELB 1950 Royal Ottawa,ELB 1950 Royal Ottawa,,"North America: Canada, Québec, Mun. Rég. de Cté de la Vallée-de-la-Gatineau [placekey:10666] (total:1) | North America: Canada, Québec, Gatineau Métropolitain, Aylmer [placekey:10675] (total:3) | North America: Canada, Québec [placekey:8] (total:1)"
Mollusc,CMNML 073586,CMNML 073586,,"North America: Canada, Ontario [placekey:7] (total:3) | North America: Canada, Ontario, Ottawa (metro), Ottawa [placekey:225] (total:2)"
"Crustacea, General Invertebrate",CMNI 1985-0412,Calanus 1961 61-15 B-15,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Roes Welcome Sound [placekey:28222] (total:4)"
"General Invertebrate, Mollusc",CMNI 1900-0728,Prince 1923 439,,"North America: Canada, Newfoundland and Labrador, Labrador [placekey:315] (total:4) | North America: Canada, Québec [placekey:8] (total:1)"
Crustacea,CMNC 1994-0223,Hourglass M,,"North America: United States, Florida [placekey:25] (total:2) | North America: United States, Florida, Lee Co. (FL) [placekey:1362] (total:3)"
"Crustacea, Mollusc",CMNML 046088,LONG-1967 JUL 05,,"North America: Canada, British Columbia [placekey:3] (total:1) | North America: Canada, British Columbia, Nanaimo Land Distr., Nanaimo [placekey:8822] (total:4)"
Crustacea,ELB 1975 C22,ELB 1975 C22,,"North America: United States, North Carolina, Dare Co. [placekey:2924] (total:4) | North America: United States, North Carolina, Pamlico Co. [placekey:2965] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0137,DFO 1959 59-43 B-32,,"North America: Canada, Northwest Territories [placekey:14] (total:3) | North America: Canada, Hudson Bay [placekey:13168] (total:2)"
Mollusc,AHC 1962-07-22 C368,AHC 1962-07-22 C368,,"North America: Canada, Saskatchewan, Red Deer Riv. (SK) [placekey:19263] (total:4) | North America: Canada, Saskatchewan [placekey:5] (total:1)"
Mollusc,HBH 1960-07-01 Quinte Bay,HBH 1960-07-01 Quinte Bay,,"North America: Canada, Ontario, Lennox and Addington Co. (ON), Adolphustown [placekey:24561] (total:4) | North America: Canada, Ontario, Bay of Quinte [placekey:10332] (total:1)"
Mollusc,AHC 1960-07-28 C127,AHC 1960-07-28 C127,,"North America: Canada, Ontario, Lanark Co. (ON), Mississippi Lake [placekey:12898] (total:2) | North America: Canada, Ontario, Lake Nipissing [placekey:13944] (total:3)"
Mollusc,unknown collector 1945-08-04 Camsell Portage,unknown collector 1945-08-04 Camsell Portage,,"North America: Canada, Saskatchewan, Athabasca Lake [placekey:18519] (total:5) | North America: Canada, Alberta [placekey:4] (total:1)"
"Crustacea, General Invertebrate",CMNI 1986-0227,Calanus 1957 901 B-64,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Foxe Basin [placekey:15293] (total:4)"
Crustacea,ELB 1963 M06a,ELB 1963 M06 July 3,,"North America: United States, Maine [placekey:35] (total:2) | North America: United States, Maine, Washington Co. (ME) [placekey:2197] (total:3)"
Mollusc,HBH 1963-08-16 Sta. 33,HBH 1963-08-16 Sta. 33,,"North America: Canada, Ontario, Prince Edward Co. (ON), Consecon Lake [placekey:18775] (total:4) | North America: Canada, Ontario, Prince Edward Co. (ON), Hillier [placekey:12273] (total:1)"
"Crustacea, General Invertebrate",CMNC 1982-0564,OClair 1976 760036,,"North America: Canada, British Columbia, Range 1 Coast Land Distr., Gilford I. [placekey:8921] (total:2) | North America: Canada, British Columbia, Vancouver I. [placekey:171] (total:2)"
Crustacea,CMNI 1900-3932,Powell 1969 Buoy #6A,,"Central America: Panama, Panama Canal Zone [placekey:4272] (total:3) | Central America: Panama, Colon Prov. [placekey:4266] (total:1)"
"Crustacea, Mollusc",CMNML 001579,Spreadborough-19100707,,"North America: Canada, British Columbia, Queen Charlotte Islands Land Distr. [placekey:24243] (total:1) | North America: Canada, British Columbia, Queen Charlotte Islands Land Distr., Skidegate [placekey:8899] (total:2) | North America: Canada, British Columbia, Queen Charlotte Islands Land Distr., Skidegate Inlet [placekey:19905] (total:1)"
Crustacea,ELB 1976 B15,ELB 1976 B15,,"North America: Canada, British Columbia, Barclay Land Distr., Barkley Sound [placekey:18799] (total:3) | North America: Canada, British Columbia, Barclay Land Distr., Bamfield [placekey:8892] (total:1)"
Mollusc,GAC 1955-00-00 004569,GAC 1955-00-00 004569,,"North America: United States, Kentucky, Hardin Co. (KY) [placekey:2045] (total:3) | North America: United States, Kentucky, Jefferson Co. (KY) [placekey:2054] (total:1)"
Crustacea,McAllister 1960 60-1010,McAllister 1960 60-1010,,"North America: Canada, Northwest Territories, Mackenzie Bay (NT) [placekey:17910] (total:1) | North America: Canada, Yukon Territory, Herschel I. [placekey:8816] (total:3)"
"Crustacea, Mollusc",CMNML 036169,Calanus 1963 63-022,,"North America: Canada, Northwest Territories [placekey:14] (total:1) | North America: Canada, Nunavut, Darnley Bay [placekey:28111] (total:3)"
Crustacea,CMNC 2010-6633,LDD 6633,,"North America: Canada, Ontario, Thunder Bay Distr. (ON), Cameron Falls [placekey:32906] (total:3) | North America: Canada, Ontario, Thunder Bay Distr. (ON), Thunder Bay [placekey:24750] (total:1)"
Mollusc,AHC&HDA 1963-07-02 C448,AHC&HDA 1963-07-02 C448,,"North America: Canada, Ontario, Cochrane Distr. (ON), Moosonee [placekey:13379] (total:3) | North America: Canada, Ontario, Cochrane Distr. (ON), Cochrane [placekey:17896] (total:1)"
