mkey,date_collected
594268,1965-11
594280,1965-12
594342,1964 - 1965
594367,1966-12
594395,1968-05
594529,1968-06
594560,1963-12
594568,1963 - 1964
594569,1963-12
594570,1963-12
594629,1964-05 - 1969-05
594685,1965-08
594801,1966-11
595688,1893
595689,date unknown
595690,1989-09
595691,1989-09
595692,1989-09
595697,1914-08
595702,1908-07
595711,1965-07
595726,1980-07
595727,1954
595792,1992-04
595793,1992-Spring
595832,1970-09
595836,1973-08
595886,1963
595895,1963
595913,1905-00-00
595916,1905-00-00
595918,1882-08-00
595924,1899-06
595928,1981-06-00 - 1981-09-01
595941,1985-08
595942,1984-08
595961,1980-07
595962,1980-07
596006,1987-05
596007,1987-05
596040,1980-07
596045,1990
596046,1990
596103,1935 (before)
596116,1976-07
596117,1976-07
596118,1935 (before)
596119,1935 (before)
596120,1935 (before)
596121,1935 (before)
596122,1935 (before)
596123,1935 (before)
596124,1935 (before)
596125,1935 (before)
596126,1935 (before)
596127,1935 (before)
596128,1935 (before)
596129,1935 (before)
596130,1935 (before)
596131,1935 (before)
596132,1935 (before)
596133,1935 (before)
596134,1935 (before)
596135,1935 (before)
596136,1935 (before)
596137,1935 (before)
596138,1935 (before)
596139,1935 (before)
596140,1935 (before)
596141,1935 (before)
596142,1935 (before)
596143,1935 (before)
596144,1908
596145,1935 (before)
596146,1935 (before)
596147,1935 (before)
596148,1935 (before)
596149,1935 (before)
596150,1935 (before)
596151,1935 (before)
596152,1935 (before)
596153,1935 (before)
596154,1979
596155,1935 (before)
596156,1935 (before)
596157,1935 (before)
596158,1935 (before)
596159,1935 (before)
596160,1935 (before)
596161,1935 (before)
596162,1935 (before)
596163,1935 (before)
596164,1935 (before)
596165,1935 (before)
596166,1935 (before)
596167,1935 (before)
596168,1935 (before)
596169,1935 (before)
596170,1935 (before)
596171,1935 (before)
596172,1935 (before)
596173,1935 (before)
596174,1935 (before)
596175,1935 (before)
596176,1935 (before)
596177,1935 (before)
596178,1935 (before)
596179,1935 (before)
596180,1935 (before)
596181,1935 (before)
596182,1935 (before)
596183,1935 (before)
596184,1935 (before)
596185,1935 (before)
596186,1935 (before)
596187,1935 (before)
596188,1935 (before)
596189,1894-09
596190,1935 (before)
596191,1935 (before)
596192,1935 (before)
596193,1935 (before)
596194,1935 (before)
596195,1935 (before)
596196,1897
596197,1935 (before)
596198,1935 (before)
596199,1935 (before)
596200,1935 (before)
596201,1935 (before)
596202,1935 (before)
596203,1935 (before)
596204,1935 (before)
596205,1935 (before)
596206,1935 (before)
596207,1935 (before)
596208,1935 (before)
596209,1935 (before)
596210,1935 (before)
596211,1935 (before)
596212,1935 (before)
596213,1935 (before)
596214,1935 (before)
596215,1935 (before)
596216,1935 (before)
596217,1935 (before)
596218,1935 (before)
596219,1935 (before)
596220,1935 (before)
596221,1935 (before)
596222,1935 (before)
596223,1935 (before)
596224,1935 (before)
596225,1935 (before)
596226,1935 (before)
596227,1935 (before)
596228,1935 (before)
596229,1935 (before)
596230,1935 (before)
596231,1935 (before)
596232,1935 (before)
596233,1935 (before)
596234,1935 (before)
596235,1935 (before)
596236,1935 (before)
596237,1935 (before)
596238,1935 (before)
596239,1935 (before)
596240,1935 (before)
596241,1935 (before)
596242,1935 (before)
596243,1935 (before)
596244,1935 (before)
596245,1935 (before)
596246,1935 (before)
596247,1935 (before)
596248,1935 (before)
596249,1935 (before)
596250,1935 (before)
596251,1935 (before)
596252,1935 (before)
596253,1935 (before)
596254,1935 (before)
596255,1935 (before)
596256,1935 (before)
596257,1935 (before)
596258,1935 (before)
596259,1935 (before)
596260,1935 (before)
596261,1935 (before)
596262,1935 (before)
596263,1935 (before)
596264,1935 (before)
596265,1935 (before)
596266,1935 (before)
596267,1935 (before)
596268,1935 (before)
596269,1935 (before)
596270,1935 (before)
596271,1935 (before)
596272,1935 (before)
596273,1935 (before)
596274,1935 (before)
596275,1935 (before)
596276,1935 (before)
596277,1935 (before)
596278,1935 (before)
596279,1935 (before)
596280,1935 (before)
596281,1935 (before)
596282,1935 (before)
596283,1935 (before)
596284,1935 (before)
596285,1935 (before)
596286,1935 (before)
596287,1935 (before)
596288,1935 (before)
596289,1900
596290,1902
596291,1935 (before)
596292,1935 (before)
596293,1935 (before)
596294,1935 (before)
596295,1935 (before)
596296,1935 (before)
596297,1935 (before)
596298,1935 (before)
596299,1935 (before)
596300,1935 (before)
596301,1935 (before)
596302,1935 (before)
596303,1935 (before)
596304,1935 (before)
596305,1935 (before)
596306,1935 (before)
596307,1935 (before)
596308,1935 (before)
596309,1935 (before)
596310,1935 (before)
596311,1935 (before)
596312,1897
596313,1935 (before)
596314,1976-08
596317,1976-07
596319,1935 (before)
596320,1935 (before)
596321,1935 (before)
596322,1935 (before)
596323,1897
596324,1935 (before)
596325,1935 (before)
596326,1935 (before)
596327,1935 (before)
596328,1935 (before)
596329,1935 (before)
596330,1935 (before)
596331,1935 (before)
596332,1935 (before)
596333,1935 (before)
596334,1935 (before)
596335,1935 (before)
596336,1935 (before)
596337,1935 (before)
596338,1935 (before)
596339,1935 (before)
596340,1935 (before)
596341,1935 (before)
596342,1935 (before)
596343,1935 (before)
596344,1935 (before)
596345,1935 (before)
596346,1935 (before)
596347,1935 (before)
596348,1897
596349,1935 (before)
596350,1935 (before)
596351,1935 (before)
596352,1935 (before)
596353,1935 (before)
596354,1897
596355,1935 (before)
596356,1897
596357,1897
596358,1935 (before)
596359,1935 (before)
596361,1897
596362,1935 (before)
596363,1935 (before)
596364,1935 (before)
596365,1935 (before)
596366,1935 (before)
596367,1935 (before)
596368,1935 (before)
596369,1935 (before)
596370,1935 (before)
596371,1935 (before)
596372,1935 (before)
596373,1935 (before)
596375,1935 (before)
596376,1935 (before)
596377,1935 (before)
596378,1935 (before)
596379,1935 (before)
596380,1935 (before)
596381,1935 (before)
596382,1935 (before)
596383,1935 (before)
596384,1935 (before)
596385,1935 (before)
596386,1951-10 before
596387,1935 (before)
596388,1935 (before)
596389,1935 (before)
596390,1935 (before)
596394,1935 (before)
596395,1935 (before)
596396,1935 (before)
596397,1935 (before)
596398,1894
596399,1935 (before)
596400,1039
596402,1975-11
596405,1935 (before)
596406,1935 (before)
596407,1935 (before)
596408,1935 (before)
596409,1935 (before)
596410,1935 (before)
596411,1935 (before)
596412,1935 (before)
596413,1935 (before)
596414,1935 (before)
596415,1935 (before)
596416,1935 (before)
596417,1935 (before)
596418,1935 (before)
596419,1935 (before)
596420,1935 (before)
596421,1935 (before)
596422,1935 (before)
596423,1935 (before)
596424,1935 (before)
596425,1935 (before)
596429,1935 (before)
596430,1935 (before)
596431,1935 (before)
596433,1935 (before)
596434,1935 (before)
596436,1935 (before)
596437,1935 (before)
596439,1935 (before)
596440,1935 (before)
596441,1897
596442,1935 (before)
596443,1935 (before)
596444,1935 (before)
596445,1935 (before)
596446,1897
596447,1935 (before)
596448,1935 (before)
596449,1935 (before)
596450,1935 (before)
596451,1935 (before)
596452,1935 (before)
596453,1935 (before)
596454,1935 (before)
596455,1935 (before)
596456,1935 (before)
596457,1935 (before)
596458,1935 (before)
596459,1935 (before)
596460,1897
596461,1935 (before)
596462,1935 (before)
596463,1935 (before)
596464,1935 (before)
596465,1935 (before)
596466,1935 (before)
596467,1935 (before)
596468,1935 (before)
596469,1935 (before)
596470,1935 (before)
596471,1935 (before)
596472,1935 (before)
596473,1935 (before)
596474,1935 (before)
596475,1935 (before)
596476,1935 (before)
596477,1935 (before)
596478,1935 (before)
596479,1894
596480,1935 (before)
596481,1935 (before)
596482,1935 (before)
596483,1935 (before)
596484,1935 (before)
596485,1935 (before)
596486,1935 (before)
596487,1935 (before)
596488,1935 (before)
596489,1935 (before)
596490,1935 (before)
596491,1935 (before)
596492,1935 (before)
596493,1935 (before)
596494,1935 (before)
596495,1935 (before)
596496,1935 (before)
596497,1935 (before)
596498,1935 (before)
596499,1935 (before)
596500,1935 (before)
596501,1935 (before)
596502,1935 (before)
596503,1935 (before)
596504,1935 (before)
596505,1935 (before)
596506,1935 (before)
596507,1935 (before)
596508,1935 (before)
596509,1935 (before)
596510,1935 (before)
596511,1935 (before)
596512,1935 (before)
596513,1935 (before)
596514,1935 (before)
596515,1935 (before)
596516,1935 (before)
596517,1935 (before)
596518,1935 (before)
596519,1935 (before)
596520,1935 (before)
596521,1935 (before)
596522,1935 (before)
596523,1908
596524,1935 (before)
596525,1935 (before)
596526,1935 (before)
596527,1935 (before)
596528,1935 (before)
596529,1935 (before)
596530,1935 (before)
596531,1935 (before)
596532,1935 (before)
596533,1935 (before)
596534,1935 (before)
596535,1935 (before)
596536,1935 (before)
596537,1935 (before)
596538,1935 (before)
596539,1935 (before)
596540,1935 (before)
596541,1935 (before)
596542,1935 (before)
596543,1935 (before)
596544,1935 (before)
596545,1897
596546,1908
596547,1935 (before)
596548,1935 (before)
596549,1935 (before)
596550,1935 (before)
596551,1935 (before)
596552,1935 (before)
596553,1935 (before)
596554,1935 (before)
596555,1935 (before)
596556,1935 (before)
596557,1935 (before)
596558,1935 (before)
596559,1935 (before)
596560,1935 (before)
596561,1935 (before)
596562,1935 (before)
596563,1935 (before)
596564,1908
596565,1935 (before)
596566,1935 (before)
596567,1935 (before)
596568,1935 (before)
596569,1935 (before)
596570,1935 (before)
596571,1935 (before)
596572,1935 (before)
596573,1935 (before)
596574,1935 (before)
596575,1935 (before)
596576,1935 (before)
596577,1935 (before)
596578,1935 (before)
596579,1935 (before)
596580,1935 (before)
596581,1935 (before)
596582,1935 (before)
596583,1935 (before)
596584,1935 (before)
596585,1935 (before)
596586,1935 (before)
596587,1935 (before)
596588,1935 (before)
596589,1935 (before)
596590,1935 (before)
596591,1935 (before)
596592,1935 (before)
596593,1935 (before)
596594,1897
596595,1935 (before)
596596,1935 (before)
596597,1935 (before)
596598,1935 (before)
596599,1935 (before)
596600,1935 (before)
596601,1935 (before)
596602,1935 (before)
596603,1935 (before)
596604,1935 (before)
596606,1935 (before)
596607,1902
596608,1935 (before)
596609,1935 (before)
596611,1935 (before)
596612,1906
596613,1935 (before)
596616,1977-08
596617,1935 (before)
596618,1935 (before)
596619,1935 (before)
596620,1935 (before)
596621,1902
596622,1935 (before)
596623,1935 (before)
596624,1935 (before)
596625,1935 (before)
596626,1935 (before)
596627,1935 (before)
596628,1935 (before)
596629,1935 (before)
596630,1935 (before)
596631,1935 (before)
596632,1935 (before)
596633,1935 (before)
596634,1935 (before)
596635,1935 (before)
596636,1935 (before)
596637,1935 (before)
596638,1935 (before)
596639,1935 (before)
596640,1935 (before)
596641,1935 (before)
596642,1935 (before)
596643,1935 (before)
596644,1935 (before)
596645,1935 (before)
596646,1935 (before)
596647,1894-09
596648,1935 (before)
596649,1935 (before)
596650,1935 (before)
596651,1935 (before)
596652,1935 (before)
596653,1935 (before)
596654,1935 (before)
596655,1935 (before)
596656,1935 (before)
596657,1935 (before)
596658,1935 (before)
596659,1935 (before)
596660,1935 (before)
596661,1935 (before)
596662,1935 (before)
596663,1935 (before)
596664,1935 (before)
596665,1935 (before)
596666,1935 (before)
596667,1935 (before)
596668,1935 (before)
596669,1935 (before)
596670,1935 (before)
596671,1935 (before)
596672,1935 (before)
596673,1935 (before)
596674,1935 (before)
596675,1935 (before)
596676,1935 (before)
596678,1935 (before)
596679,1935 (before)
596680,1935 (before)
596681,1935 (before)
596682,1935 (before)
596683,1935 (before)
596684,1935 (before)
596685,1935 (before)
596686,1935 (before)
596687,1935 (before)
596688,1935 (before)
596689,1935 (before)
596690,1935 (before)
596691,1935 (before)
596693,1935 (before)
596694,1935 (before)
596695,1935 (before)
596696,1935 (before)
596697,1935 (before)
596698,1935 (before)
596699,1935 (before)
596700,1935 (before)
596701,1935 (before)
596702,1935 (before)
596703,1902
596704,1935 (before)
596705,1935 (before)
596706,1935 (before)
596707,1935 (before)
596708,1935 (before)
596709,1935 (before)
596710,1935 (before)
596711,1935 (before)
596712,1935 (before)
596713,1935 (before)
596714,1935 (before)
596715,1935 (before)
596716,1935 (before)
596717,1935 (before)
596719,1935 (before)
596720,1935 (before)
596721,1935 (before)
596722,1935 (before)
596723,1935 (before)
596724,1935 (before)
596725,1935 (before)
596726,1935 (before)
596727,1935 (before)
596728,1935 (before)
596729,1935 (before)
596730,1935 (before)
596731,1935 (before)
596732,1935 (before)
596733,1935 (before)
596734,1935 (before)
596735,1935 (before)
596736,1935 (before)
596737,1935 (before)
596738,1935 (before)
596739,1935 (before)
596740,1935 (before)
596741,1935 (before)
596742,1935 (before)
596743,1935 (before)
596744,1935 (before)
596745,1935 (before)
596746,1935 (before)
596747,1935 (before)
596748,1894
596749,1935 (before)
596750,1894
596751,1935 (before)
596752,1935 (before)
596753,1935 (before)
596754,1935 (before)
596755,1935 (before)
596756,1935 (before)
596757,1935 (before)
596758,1935 (before)
596759,1935 (before)
596760,1935 (before)
596761,1935 (before)
596762,1897
596763,1935 (before)
596764,1935 (before)
596765,1935 (before)
596766,1935 (before)
596767,1935 (before)
596768,1935 (before)
596769,1935 (before)
596770,1935 (before)
596771,1935 (before)
596773,1935 (before)
596774,1897
596775,1935 (before)
596777,1935 (before)
596778,1935 (before)
596779,1935 (before)
596780,1935 (before)
596781,1935 (before)
596782,1935 (before)
596783,1935 (before)
596784,1935 (before)
596785,1935 (before)
596786,1894
596787,1935 (before)
596788,1935 (before)
596789,1935 (before)
596791,1894
596792,1935 (before)
596793,1935 (before)
596794,1935 (before)
596795,1935 (before)
596796,1935 (before)
596797,1935 (before)
596798,1935 (before)
596799,1935 (before)
596800,1935 (before)
596801,1935 (before)
596802,1935 (before)
596803,1935 (before)
596804,1935 (before)
596806,1935 (before)
596807,1935 (before)
596808,1935 (before)
596811,1935 (before)
596812,1935 (before)
596813,1935 (before)
596814,1935 (before)
596815,1935 (before)
596816,1935 (before)
596817,1935 (before)
596818,1935 (before)
596819,1935 (before)
596820,1935 (before)
596821,1935 (before)
596822,1935 (before)
596823,1935 (before)
596824,1935 (before)
596826,1935 (before)
596827,1935 (before)
596828,1935 (before)
596829,1935 (before)
596830,1935 (before)
596831,1935 (before)
596832,1935 (before)
596833,1935 (before)
596834,1935 (before)
596835,1935 (before)
596836,1935 (before)
596837,1935 (before)
596838,1935 (before)
596839,1935 (before)
596840,1935 (before)
596841,1935 (before)
596842,1935 (before)
596843,1935 (before)
596844,1935 (before)
596845,1935 (before)
596846,1935 (before)
596847,1935 (before)
596848,1935 (before)
596849,1935 (before)
596850,1908?
596851,1908
596852,1935 (before)
596853,1935 (before)
596854,1935 (before)
596855,1935 (before)
596856,1935 (before)
596857,1935 (before)
596858,1935 (before)
596859,1935 (before)
596860,1935 (before)
596873,1979-05
596874,1979-06
596875,1979-06
596876,1979-06
596877,1979-08
596878,1979-08
596879,1979-08
596880,1979-08
596881,1979-07
596882,1979-08
596883,1979-08
596884,1979-08
596885,1979-08
596886,1979-06
596887,1979-08
596889,1979-06
596890,1979-06
596891,1979-08
596893,1979-06
596894,1979-06
596895,1979-06
596896,1979-06
596897,1979
596898,1979
596899,1979
596900,1979
596901,1979
596902,1979
596903,1979
596904,1979
596907,2007
596908,2007
596909,2007
596910,2007
596911,2007
596912,1964-11
596922,1970
596923,1978
596924,1978
596949,1975
596950,1978
596951,1978
596952,1977
596953,1978
596954,1978
596955,1978
596956,1979
596957,1970
596958,1970
596959,1978
596960,1979
596961,1978
596962,1970
596963,1979
596964,1970
596965,1983
596966,1975
596967,1979
596968,1979
596969,1975
596970,1970
596971,1970
596972,1976
596973,1970
596974,1978
596975,1977
596976,1976
596977,1976
596978,1970
596979,1976
596980,1976
596981,1976
596982,1975
596983,1976
596984,1978
596985,1977
596986,1977
596987,1978
596988,1978
596989,1976
596990,1978
596991,1978
596992,1978
596993,1970
596994,1983
596995,1979
596996,1976
596997,1976
596998,1977
596999,1970
597000,1991
597001,1991
597003,1970
597004,1970
597005,1970
597006,1978
597007,1970
597008,1978
597009,1978
597010,1970
597026,1976
597027,1970
597028,1970
597029,1978
597030,1970
597031,1970
597032,1970
597033,1979
597034,1979
597036,1970
597039,1970
597040,1970
597041,1979
597042,1979
597043,1979
597044,1978
597045,1970
597046,1977
597048,2008-11
597049,2008-11
597050,2008-11
597051,2008-11
597080,1871-05
597111,1890-05 - 1890-09
597113,1877-06
597145,1967?-07-22
597193,1930
597229,1989-09
597230,1989-09
597231,1989-09
597232,1989-09
597233,1989-09
597234,1989-09
597235,1989-09
597236,1989-09
597237,1989-09
597238,1989-09
597308,1990-11
597310,1970-10
597326,1992-06
597336,1977-06
597346,1978-02
597351,1975 summer
597358,1978-0918
597366,1977-07
597374,1976-07
597377,1976-Summer
597380,1976
597411,1977-04
597445,1977-05
597461,1978
597465,1978-09
597466,1978
597467,1978-02
597472,1977
597493,1976
597542,1927-05
597559,1978
597561,1978
597590,1976 winter
597592,1978-05
597595,1978-08
597611,1978-08
597634,1976-06 - 1976-08
597650,1984-08
597653,1984-08
597660,1977-10
597671,1985-06
597724,1985-06
597731,1963
597736,1974-08
597774,1978-07
597779,1979-02
597788,1977-01
597815,1983-05
597849,1976
597850,1977
597851,1977
597858,1977 (before)
597859,1977 (before)
597868,1977-11
597873,1980-05
597885,1977
597974,1977
597975,1977
597976,1977
597979,1977-10
598042,1900-06 - 1900-08
598066,1937
598067,1937
598074,1917
598082,1916-02
598089,1916-02
598090,1916-02
598092,1916-02
598093,1916-02
598095,1916-02
598096,1916-02
598097,1916-02
598101,1899
598124,1974-09
598127,1979-05
598166,1976
598173,1977 summer
598178,1976-1977 winter
598188,1972-07
598222,1979-08
598237,1979-08
598255,1981-08
598258,1983-08
598268,1982-08
598269,1985-09
598271,1983-08
598291,1979-07
598342,1978
598343,1976-1977 winter
